#Raw Data for average accuracy
A43	 0.770571	 0.088503	 7	 0.694321	 0.158218	 28
A1	 0.403667	 0.190129	 6	 0.563000	 0.170439	 6
A27	 0.521200	 0.157907	 10	 0.589500	 0.119467	 20
A7	 0.517167	 0.234284	 12	 0.421000	 0.220251	 12
A11	 0.596500	 0.316011	 40	 0.767933	 0.226599	 150




#Raw Data for original accuracy
A1	 0.663167	 0.138819	 6	 0.659833	 0.103532	 6




#Raw Data for original auc
A16	 0.715236	 0.112680	 72	 0.674903	 0.074825	 72
A39	 0.779091	 0.026269	 22	 0.685773	 0.067829	 220
A46	 0.746286	 0.036730	 7	 0.705500	 0.097538	 42




#Raw Data for original balance
A7	 0.602233	 0.139501	 12	 0.547259	 0.127841	 12




#Raw Data for original f-measure
A39	 0.443182	 0.169555	 22	 0.318864	 0.155929	 220
A1	 0.366833	 0.175483	 6	 0.462500	 0.203958	 6
A15	 0.605744	 0.237859	 5	 0.319587	 0.165190	 4
A24	 0.458750	 0.145382	 8	 0.369176	 0.182901	 182
A7	 0.527667	 0.234229	 12	 0.463250	 0.216758	 12
A2	 0.697104	 0.130539	 6	 0.625853	 0.051014	 4




#Raw Data for original g-mean1
A1	 0.418476	 0.150389	 6	 0.492553	 0.182165	 6
A15	 0.625146	 0.220392	 5	 0.401978	 0.121092	 4
A39	 0.473611	 0.143392	 22	 0.354544	 0.141168	 220
A7	 0.536746	 0.219093	 12	 0.476897	 0.219889	 12
A2	 0.705002	 0.123391	 6	 0.640798	 0.040778	 4




#Raw Data for original g-mean2
A7	 0.565817	 0.229060	 12	 0.509899	 0.233889	 12




#Raw Data for original g-measure
A7	 0.554989	 0.243677	 12	 0.489325	 0.229161	 12




#Raw Data for original pf
A7	 0.231750	 0.116758	 12	 0.189167	 0.151986	 12




#Raw Data for original precision
A1	 0.585333	 0.304273	 6	 0.517333	 0.273915	 6
A15	 0.780000	 0.163340	 5	 0.767500	 0.277793	 4
A39	 0.535909	 0.165493	 22	 0.438045	 0.194839	 220
A7	 0.623167	 0.221654	 12	 0.562083	 0.275272	 12
A2	 0.691833	 0.191034	 6	 0.740250	 0.117236	 4




#Raw Data for original recall
A1	 0.403667	 0.190129	 6	 0.563000	 0.170439	 6
A15	 0.516000	 0.235253	 5	 0.327500	 0.272615	 4
A39	 0.485909	 0.225140	 22	 0.394682	 0.247130	 220
A7	 0.517167	 0.234284	 12	 0.421000	 0.220251	 12
A2	 0.735000	 0.104016	 6	 0.573000	 0.122403	 4




#Raw Data for Dataset average auc
pc1	 0.695000	 0.104091	 6	 0.664583	 0.053167	 52
jdt	 0.754667	 0.006600	 3	 0.687905	 0.041452	 21
kc3	 0.665143	 0.086649	 7	 0.750283	 0.058041	 58
bug	 0.755000	 0.005000	 2	 0.687000	 0.037296	 20
pc3	 0.706143	 0.099455	 7	 0.708489	 0.042566	 47
moz	 0.800000	 0.000000	 2	 0.738500	 0.036370	 20
cm1	 0.627500	 0.020123	 6	 0.720144	 0.054840	 52
rub	 0.740000	 0.000000	 2	 0.646500	 0.048402	 20
jm1	 0.681167	 0.042117	 6	 0.623970	 0.045816	 33
col	 0.770000	 0.000000	 2	 0.670500	 0.058692	 20
rhi	 0.810000	 0.000000	 2	 0.718000	 0.059296	 20
mav	 0.825000	 0.005000	 2	 0.705000	 0.107075	 20
mc1	 0.806429	 0.065292	 7	 0.774723	 0.062778	 47
mc2	 0.610429	 0.063347	 7	 0.611910	 0.056927	 58
per	 0.755000	 0.005000	 2	 0.658000	 0.056000	 20
kc1	 0.722667	 0.081714	 6	 0.694855	 0.071098	 44
pos	 0.790000	 0.000000	 2	 0.695500	 0.074194	 20
pc2	 0.702571	 0.120101	 7	 0.787638	 0.103373	 47
pla	 0.780000	 0.000000	 2	 0.701000	 0.033897	 20
mw1	 0.707571	 0.097737	 7	 0.714745	 0.068670	 58
gip	 0.795000	 0.005000	 2	 0.639500	 0.081515	 20
pc4	 0.815143	 0.053991	 7	 0.657255	 0.056688	 47




#Raw Data for Dataset average balance
jdt	 0.705496	 0.044504	 2	 0.679476	 0.135193	 7
lc	 0.693969	 0.060878	 2	 0.664499	 0.092255	 3
jedit-4.2	 0.621806	 0.145679	 6	 0.540859	 0.121665	 6
pde	 0.681041	 0.034530	 2	 0.638150	 0.122311	 7
ml	 0.634565	 0.036497	 2	 0.638051	 0.071403	 7
kc1	 0.582661	 0.130125	 6	 0.528857	 0.135308	 15
eq	 0.705836	 0.021589	 2	 0.698655	 0.022257	 3




#Raw Data for Dataset average f-measure
kc3	 0.194167	 0.131529	 6	 0.264300	 0.004811	 3
apache-2.0	 0.660000	 0.020000	 2	 0.629706	 0.155724	 34
pde	 0.346000	 0.041215	 3	 0.327600	 0.097174	 35
sakura-r1.3	 0.625196	 0.083920	 3	 0.644234	 0.035511	 2
cm1	 0.214857	 0.108348	 7	 0.410524	 0.234145	 21
rub	 0.350000	 0.090000	 2	 0.253000	 0.137880	 20
zxing-1.6	 0.415000	 0.085000	 2	 0.408438	 0.149794	 32
pla	 0.335000	 0.085000	 2	 0.286500	 0.107437	 20
ml	 0.333000	 0.053148	 3	 0.256714	 0.106951	 35
jedit-4.2	 0.564667	 0.242240	 6	 0.462667	 0.215091	 6
gip	 0.625000	 0.025000	 2	 0.378000	 0.169694	 20
pc1	 0.316571	 0.087233	 7	 0.390880	 0.205437	 25
jdt	 0.425400	 0.164148	 5	 0.378709	 0.168892	 55
ar4	 0.548150	 0.058150	 2	 0.466928	 0.182246	 30
mav	 0.355000	 0.025000	 2	 0.261000	 0.079931	 20
per	 0.440000	 0.080000	 2	 0.299000	 0.138308	 20
bug	 0.580000	 0.050000	 2	 0.373500	 0.181336	 20
col	 0.545000	 0.045000	 2	 0.364500	 0.175655	 20
rhi	 0.690000	 0.010000	 2	 0.419000	 0.203222	 20
jedit-4.0	 0.769011	 0.129216	 3	 0.492359	 0.082363	 11
mc2	 0.356333	 0.084587	 6	 0.504200	 0.028466	 3
kc1	 0.366083	 0.213587	 12	 0.459822	 0.178701	 9
pos	 0.525000	 0.045000	 2	 0.401000	 0.113618	 20
lc	 0.365667	 0.062537	 3	 0.241742	 0.090529	 31
eq	 0.640000	 0.045461	 3	 0.476290	 0.188543	 31
mw1	 0.268833	 0.084320	 6	 0.406382	 0.200316	 17
moz	 0.170000	 0.060000	 2	 0.202000	 0.048642	 20




#Raw Data for Dataset average g-mean1
col	 0.554563	 0.036876	 2	 0.387637	 0.168574	 20
ml	 0.383012	 0.037764	 2	 0.407673	 0.040839	 7
pde	 0.428703	 0.027405	 2	 0.461171	 0.058080	 7
sakura-r1.3	 0.638507	 0.066869	 3	 0.645614	 0.036753	 2
cm1	 0.225420	 0.119819	 7	 0.418907	 0.220335	 16
rub	 0.385681	 0.077136	 2	 0.282323	 0.121959	 20
pla	 0.383312	 0.068352	 2	 0.320133	 0.097236	 20
mav	 0.412708	 0.025926	 2	 0.300112	 0.084927	 20
jedit-4.2	 0.582262	 0.208424	 6	 0.484251	 0.220171	 6
gip	 0.626593	 0.024099	 2	 0.407873	 0.148153	 20
pc1	 0.344017	 0.095700	 7	 0.432996	 0.202428	 18
jdt	 0.433934	 0.141208	 4	 0.383079	 0.171887	 27
ar4	 0.563797	 0.056686	 2	 0.494123	 0.168711	 30
per	 0.463249	 0.063249	 2	 0.332664	 0.115194	 20
bug	 0.586807	 0.038173	 2	 0.406229	 0.160135	 20
rhi	 0.694093	 0.005907	 2	 0.460834	 0.175961	 20
jedit-4.0	 0.771497	 0.130905	 3	 0.573302	 0.095620	 3
kc1	 0.390114	 0.195743	 12	 0.469542	 0.219360	 6
pos	 0.538679	 0.037081	 2	 0.435978	 0.097049	 20
lc	 0.399586	 0.076156	 2	 0.403053	 0.045584	 3
eq	 0.674798	 0.018942	 2	 0.666824	 0.056496	 3
mw1	 0.283333	 0.068463	 6	 0.471253	 0.184569	 14
moz	 0.245600	 0.060668	 2	 0.264747	 0.027824	 20




#Raw Data for Dataset average g-mean2
jdt	 0.713081	 0.043689	 2	 0.698914	 0.144853	 7
lc	 0.700548	 0.057805	 2	 0.690493	 0.084091	 3
jedit-4.2	 0.595519	 0.213351	 6	 0.509354	 0.231400	 6
pde	 0.684360	 0.033902	 2	 0.653135	 0.118933	 7
ml	 0.645650	 0.035526	 2	 0.650246	 0.065069	 7
kc1	 0.536116	 0.240112	 6	 0.505558	 0.188366	 15
eq	 0.708530	 0.021144	 2	 0.707432	 0.030571	 3




#Raw Data for Dataset average g-measure
jdt	 0.707276	 0.046276	 2	 0.667329	 0.182204	 7
log4j-1.0	 0.571833	 0.077493	 6	 0.589400	 0.144190	 5
elearning	 0.265333	 0.126726	 6	 0.681800	 0.090778	 5
tomcat-6.0	 0.491500	 0.174704	 6	 0.631200	 0.084348	 5
lc	 0.693855	 0.062855	 2	 0.662130	 0.107083	 3
xerces-init	 0.619000	 0.098032	 6	 0.414800	 0.042442	 5
poi-1.5	 0.611167	 0.063753	 6	 0.497200	 0.090433	 5
camel-1.0	 0.219667	 0.190470	 6	 0.533000	 0.100711	 5
jedit-4.2	 0.576475	 0.246500	 6	 0.480049	 0.224000	 6
ant-1.3	 0.423000	 0.100840	 6	 0.564000	 0.128791	 5
redaktor	 0.536000	 0.089592	 6	 0.337200	 0.154700	 5
prop-6.0	 0.422333	 0.130359	 6	 0.517800	 0.105761	 5
lucene-2.0	 0.611667	 0.054242	 6	 0.585200	 0.088827	 5
systemdata	 0.339667	 0.213216	 6	 0.631600	 0.073088	 5
arc	 0.398500	 0.108185	 6	 0.564200	 0.080824	 5
pde	 0.681264	 0.035264	 2	 0.618598	 0.154243	 7
ml	 0.631732	 0.040732	 2	 0.630774	 0.083081	 7
synapse-1.0	 0.321000	 0.194770	 6	 0.460600	 0.147389	 5
kc1	 0.533503	 0.238897	 6	 0.460175	 0.215331	 15
jedit-3.2	 0.652833	 0.046845	 6	 0.553200	 0.090119	 5
eq	 0.706391	 0.021609	 2	 0.702824	 0.026352	 3
xalan-2.4	 0.480667	 0.147423	 6	 0.549400	 0.085404	 5




#Raw Data for Dataset average mcc
pc1	 0.505000	 0.075000	 2	 0.560000	 0.080000	 2
jedit-3.2	 0.415000	 0.131309	 6	 0.307200	 0.081411	 5
log4j-1.0	 0.369000	 0.112515	 6	 0.356200	 0.116930	 5
elearning	 0.166667	 0.104912	 6	 0.290000	 0.048506	 5
tomcat-6.0	 0.237167	 0.050890	 6	 0.223800	 0.053634	 5
xerces-init	 0.329333	 0.158805	 6	 -0.107600	 0.142298	 5
poi-1.5	 0.304000	 0.091975	 6	 0.250400	 0.057642	 5
camel-1.0	 0.089333	 0.087584	 6	 0.072600	 0.051512	 5
ant-1.3	 0.172167	 0.070674	 6	 0.217200	 0.093709	 5
redaktor	 0.313333	 0.107517	 6	 0.144200	 0.051425	 5
prop-6.0	 0.138667	 0.054591	 6	 0.132400	 0.036407	 5
lucene-2.0	 0.300000	 0.048751	 6	 0.264200	 0.111245	 5
systemdata	 0.201333	 0.150841	 6	 0.239400	 0.038338	 5
arc	 0.156167	 0.084070	 6	 0.148600	 0.071612	 5
xalan-2.4	 0.229667	 0.065568	 6	 0.220600	 0.025208	 5
synapse-1.0	 0.150500	 0.090284	 6	 0.152200	 0.049224	 5




#Raw Data for Dataset average pf
jdt	 0.298500	 0.128500	 2	 0.196143	 0.270688	 7
lc	 0.206000	 0.016000	 2	 0.421000	 0.189496	 3
jedit-4.2	 0.210667	 0.106617	 6	 0.127333	 0.103773	 6
pde	 0.376000	 0.046000	 2	 0.259429	 0.238930	 7
ml	 0.206500	 0.006500	 2	 0.238286	 0.146055	 7
kc1	 0.252833	 0.122509	 6	 0.187688	 0.144295	 16
eq	 0.341500	 0.028500	 2	 0.318333	 0.047317	 3




#Raw Data for Dataset average precision
col	 0.600000	 0.070000	 2	 0.498000	 0.105575	 20
ml	 0.278632	 0.026632	 2	 0.300186	 0.062572	 7
pde	 0.245088	 0.025088	 2	 0.376667	 0.174339	 7
sakura-r1.3	 0.589000	 0.154307	 3	 0.623500	 0.001500	 2
cm1	 0.226234	 0.087053	 7	 0.346927	 0.226479	 16
rub	 0.450000	 0.110000	 2	 0.413000	 0.141177	 20
pla	 0.460000	 0.160000	 2	 0.345500	 0.140053	 20
mav	 0.470000	 0.210000	 2	 0.287000	 0.155888	 20
jedit-4.2	 0.759667	 0.113176	 6	 0.637833	 0.295595	 6
gip	 0.620000	 0.040000	 2	 0.529000	 0.127824	 20
pc1	 0.417737	 0.142606	 7	 0.348187	 0.236006	 18
jdt	 0.422079	 0.123062	 4	 0.399820	 0.189476	 27
ar4	 0.579819	 0.190181	 2	 0.500604	 0.260933	 30
per	 0.540000	 0.100000	 2	 0.472500	 0.111350	 20
bug	 0.660000	 0.040000	 2	 0.584000	 0.092109	 20
rhi	 0.720000	 0.020000	 2	 0.714500	 0.103753	 20
jedit-4.0	 0.794667	 0.167416	 3	 0.663333	 0.274160	 3
kc1	 0.508583	 0.171350	 12	 0.486333	 0.229559	 6
pos	 0.595000	 0.085000	 2	 0.499500	 0.169513	 20
lc	 0.257888	 0.060888	 2	 0.197576	 0.066194	 3
eq	 0.597265	 0.023735	 2	 0.601351	 0.021440	 3
mw1	 0.287333	 0.040815	 6	 0.375029	 0.197261	 14
moz	 0.355000	 0.215000	 2	 0.147500	 0.066699	 20




#Raw Data for Dataset average recall
kc3	 0.180500	 0.121767	 6	 0.395444	 0.297318	 9
col	 0.530000	 0.130000	 2	 0.387000	 0.257373	 20
ml	 0.526500	 0.053500	 2	 0.581000	 0.136152	 7
pde	 0.751000	 0.019000	 2	 0.647714	 0.208073	 7
sakura-r1.3	 0.716667	 0.077448	 3	 0.670500	 0.074500	 2
cm1	 0.248571	 0.217152	 7	 0.520320	 0.254948	 25
rub	 0.400000	 0.230000	 2	 0.286000	 0.213645	 20
jm1	 0.193500	 0.142756	 6	 0.562333	 0.059896	 3
pla	 0.420000	 0.260000	 2	 0.409000	 0.235306	 20
mav	 0.480000	 0.260000	 2	 0.413500	 0.243275	 20
jedit-4.2	 0.537333	 0.242276	 6	 0.378000	 0.193286	 6
gip	 0.640000	 0.090000	 2	 0.393000	 0.260405	 20
pc1	 0.334857	 0.232696	 7	 0.544630	 0.232929	 27
jdt	 0.548000	 0.274958	 4	 0.468407	 0.250150	 27
ar4	 0.580000	 0.080000	 2	 0.552784	 0.236239	 37
per	 0.440000	 0.190000	 2	 0.301500	 0.208189	 20
bug	 0.530000	 0.100000	 2	 0.344500	 0.228287	 20
rhi	 0.670000	 0.030000	 2	 0.370000	 0.247770	 20
jedit-4.0	 0.753333	 0.122345	 3	 0.559333	 0.132882	 3
mc2	 0.287000	 0.117350	 6	 0.172833	 0.124091	 6
kc1	 0.337250	 0.241734	 12	 0.402200	 0.252033	 15
pos	 0.510000	 0.140000	 2	 0.471000	 0.243924	 20
lc	 0.620500	 0.089500	 2	 0.864000	 0.102463	 3
eq	 0.762500	 0.012500	 2	 0.743000	 0.113950	 3
mw1	 0.291667	 0.117851	 6	 0.545000	 0.240179	 23
moz	 0.365000	 0.305000	 2	 0.569500	 0.210748	 20




#Raw Data for Dataset median auc
kc3	 0.665143	 0.086649	 7	 0.754255	 0.057481	 47
cm1	 0.631143	 0.020657	 7	 0.724884	 0.042849	 43
mc2	 0.610429	 0.063347	 7	 0.612234	 0.058390	 47
rub	 0.740000	 0.000000	 2	 0.646500	 0.048402	 20
jm1	 0.681167	 0.042117	 6	 0.623970	 0.045816	 33
pla	 0.780000	 0.000000	 2	 0.701000	 0.033897	 20
mav	 0.825000	 0.005000	 2	 0.705000	 0.107075	 20
pos	 0.790000	 0.000000	 2	 0.695500	 0.074194	 20
pc2	 0.702571	 0.120101	 7	 0.787638	 0.103373	 47
gip	 0.795000	 0.005000	 2	 0.639500	 0.081515	 20
mc1	 0.806429	 0.065292	 7	 0.774723	 0.062778	 47
pc1	 0.708143	 0.101605	 7	 0.683256	 0.038338	 43
jdt	 0.750000	 0.000000	 2	 0.692182	 0.044977	 22
pc3	 0.717125	 0.097463	 8	 0.708204	 0.042358	 49
bug	 0.755000	 0.005000	 2	 0.687000	 0.037296	 20
col	 0.770000	 0.000000	 2	 0.670500	 0.058692	 20
rhi	 0.810000	 0.000000	 2	 0.718000	 0.059296	 20
per	 0.755000	 0.005000	 2	 0.658000	 0.056000	 20
kc1	 0.722667	 0.081714	 6	 0.719909	 0.064635	 33
pc4	 0.825750	 0.057777	 8	 0.660122	 0.057966	 49
mw1	 0.695625	 0.096734	 8	 0.712918	 0.072696	 49
moz	 0.800000	 0.000000	 2	 0.738500	 0.036370	 20




#Raw Data for Dataset median balance
jedit-4.1	 0.653673	 0.076327	 2	 0.690087	 0.059358	 3
kc3	 0.749333	 0.034121	 3	 0.708429	 0.042765	 7
student	 0.685000	 0.005000	 2	 0.720000	 0.010000	 2
prop-2.0	 0.440000	 0.000000	 2	 0.460000	 0.010000	 2
tomcat-6.0	 0.745000	 0.005000	 2	 0.679050	 0.119030	 20
ant-1.7	 0.671893	 0.068107	 2	 0.691712	 0.027350	 3
velocity-1.6	 0.640086	 0.040086	 2	 0.604251	 0.025472	 3
cm1	 0.703333	 0.018117	 3	 0.612790	 0.165306	 23
nieruchomosci	 0.655000	 0.005000	 2	 0.540000	 0.250000	 2
redaktor	 0.685000	 0.005000	 2	 0.462000	 0.129957	 20
xerces-1.3	 0.468250	 0.128250	 2	 0.558895	 0.120567	 3
poi-3.0	 0.759847	 0.029847	 2	 0.661005	 0.069660	 3
camel-1.6	 0.536921	 0.043079	 2	 0.586148	 0.024174	 3
termoproject	 0.535000	 0.005000	 2	 0.665000	 0.015000	 2
arc	 0.605000	 0.015000	 2	 0.528900	 0.098379	 20
prop-4.0	 0.490000	 0.000000	 2	 0.540000	 0.010000	 2
ivy-2.0	 0.615108	 0.094892	 2	 0.693091	 0.026365	 3
jedit-4.2	 0.637262	 0.140085	 7	 0.567879	 0.130646	 7
skarbonka	 0.710000	 0.060000	 2	 0.800000	 0.020000	 2
berek	 0.930000	 0.070000	 2	 0.940000	 0.060000	 2
prop-1.0	 0.540000	 0.000000	 2	 0.585000	 0.005000	 2
synapse-1.2	 0.659919	 0.029919	 2	 0.606591	 0.033553	 3
xalan-2.6	 0.687482	 0.047482	 2	 0.610170	 0.035272	 3
pc1	 0.633000	 0.056857	 3	 0.637789	 0.156123	 25
ar4	 0.592500	 0.017500	 2	 0.624372	 0.125434	 29
kc2	 0.758667	 0.020418	 3	 0.684429	 0.082273	 7
wspomaganiepi	 0.420000	 0.130000	 2	 0.470000	 0.180000	 2
sklebagd	 0.385000	 0.095000	 2	 0.430000	 0.140000	 2
mw1	 0.661000	 0.044654	 3	 0.672180	 0.121199	 21
prop-6.0	 0.615000	 0.015000	 2	 0.535050	 0.126891	 20
prop-5.0	 0.530000	 0.000000	 2	 0.555000	 0.025000	 2
workflow	 0.515000	 0.015000	 2	 0.515000	 0.015000	 2
mc2	 0.639000	 0.033793	 3	 0.598857	 0.066561	 7
ar3	 0.702500	 0.002500	 2	 0.657831	 0.146081	 21
pdftranslator	 0.920000	 0.080000	 2	 0.920000	 0.080000	 2
kc1	 0.610996	 0.124845	 9	 0.589381	 0.111661	 13
serapion	 0.770000	 0.050000	 2	 0.910000	 0.090000	 2
prop-3.0	 0.545000	 0.005000	 2	 0.555000	 0.005000	 2
lucene-2.4	 0.674276	 0.034276	 2	 0.618514	 0.055830	 4
ar5	 0.787500	 0.007500	 2	 0.665560	 0.123012	 14




#Raw Data for Dataset median f-measure
tomcat-6.0	 0.275290	 0.000554	 4	 0.254304	 0.123255	 23
ant-1.7	 0.458639	 0.060700	 5	 0.369734	 0.106122	 24
sakura-r1.3	 0.625196	 0.083920	 3	 0.644234	 0.035511	 2
cm1	 0.187333	 0.091613	 6	 0.437222	 0.242712	 18
rub	 0.350000	 0.090000	 2	 0.253000	 0.137880	 20
poi-3.0	 0.830649	 0.010771	 4	 0.717393	 0.074932	 15
camel-1.6	 0.219384	 0.065099	 4	 0.256438	 0.078881	 23
pla	 0.335000	 0.085000	 2	 0.286500	 0.107437	 20
col	 0.545000	 0.045000	 2	 0.364500	 0.175655	 20
